componente,presenze,assenze,congedi_missioni,periodo,componente_raw,periodo_sort,file,url_download,data_download
Chinnici,12,4,5,"2023-10,2023-12",Chinnici,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Ciminnisi,14,6,1,"2023-10,2023-12",Ciminnisi,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Ciminnisi,14,6,1,"2023-10,2023-12",Ciminnisi,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Cracolici,20,0,1,"2023-10,2023-12",Cracolici **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Cracolici,20,0,1,"2023-10,2023-12",Cracolici **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
D'Agostino,11,8,2,"2023-10,2023-12",D'Agostino,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
D'Agostino,11,8,2,"2023-10,2023-12",D'Agostino,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Daidone,21,0,0,"2023-10,2023-12",Daidone **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Daidone,21,0,0,"2023-10,2023-12",Daidone **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
De Leo,18,2,1,"2023-10,2023-12",De Leo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
De Leo,18,2,1,"2023-10,2023-12",De Leo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
De Luca A.,21,0,0,"2023-10,2023-12",De Luca A. **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
De Luca A.,21,0,0,"2023-10,2023-12",De Luca A. **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
De Luca C.,9,10,2,"2023-10,2023-12",De Luca C.,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
De Luca C.,9,10,2,"2023-10,2023-12",De Luca C.,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Di Mauro,21,0,0,"2023-10,2023-12",Di Mauro **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Di Mauro,21,0,0,"2023-10,2023-12",Di Mauro **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Di Paola,20,0,1,"2023-10,2023-12",Di Paola **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Di Paola,20,0,1,"2023-10,2023-12",Di Paola **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Dipasquale,21,0,0,"2023-10,2023-12",Dipasquale **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Dipasquale,21,0,0,"2023-10,2023-12",Dipasquale **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Falcone,21,0,0,"2023-10,2023-12",Falcone **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Falcone,21,0,0,"2023-10,2023-12",Falcone **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Ferrara,18,0,3,"2023-10,2023-12",Ferrara **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Ferrara,18,0,3,"2023-10,2023-12",Ferrara **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Figuccia,20,0,1,"2023-10,2023-12",Figuccia **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Figuccia,20,0,1,"2023-10,2023-12",Figuccia **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Gallo,19,0,2,"2023-10,2023-12",Gallo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Gallo,19,0,2,"2023-10,2023-12",Gallo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Galluzzo,21,0,0,"2023-10,2023-12",Galluzzo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Galluzzo,21,0,0,"2023-10,2023-12",Galluzzo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Galvagno,21,0,0,"2023-10,2023-12",Galvagno **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Galvagno,21,0,0,"2023-10,2023-12",Galvagno **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Gennuso,12,7,2,"2023-10,2023-12",Gennuso,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Gennuso,12,7,2,"2023-10,2023-12",Gennuso,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Geraci,10,8,3,"2023-10,2023-12",Geraci,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Geraci,10,8,3,"2023-10,2023-12",Geraci,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Giambona,19,2,0,"2023-10,2023-12",Giambona,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Giambona,19,2,0,"2023-10,2023-12",Giambona,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Gilistro,16,5,0,"2023-10,2023-12",Gilistro,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Gilistro,16,5,0,"2023-10,2023-12",Gilistro,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Grasso,16,5,0,"2023-10,2023-12",Grasso,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Grasso,16,5,0,"2023-10,2023-12",Grasso,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Intravaia,13,7,1,"2023-10,2023-12",Intravaia,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Intravaia,13,7,1,"2023-10,2023-12",Intravaia,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
La Rocca,16,5,0,"2023-10,2023-12",La Rocca,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
La Rocca,16,5,0,"2023-10,2023-12",La Rocca,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
La Vardera,21,0,0,"2023-10,2023-12",La Vardera,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
La Vardera,21,0,0,"2023-10,2023-12",La Vardera,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Laccoto,21,0,0,"2023-10,2023-12",Laccoto **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Laccoto,21,0,0,"2023-10,2023-12",Laccoto **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Lantieri,21,0,0,"2023-10,2023-12",Lantieri **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Lantieri,21,0,0,"2023-10,2023-12",Lantieri **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Leanza,17,2,2,"2023-10,2023-12",Leanza,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Leanza,17,2,2,"2023-10,2023-12",Leanza,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Lombardo G.,15,5,1,"2023-10,2023-12",Lombardo G.,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Lombardo G.,15,5,1,"2023-10,2023-12",Lombardo G.,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Lombardo G.G.,21,0,0,"2023-10,2023-12",Lombardo G.G. **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Lombardo G.G.,21,0,0,"2023-10,2023-12",Lombardo G.G. **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Mancuso,21,0,0,"2023-10,2023-12",Mancuso **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Mancuso,21,0,0,"2023-10,2023-12",Mancuso **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Marano,15,6,0,"2023-10,2023-12",Marano,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Marano,15,6,0,"2023-10,2023-12",Marano,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Marchetta,19,0,2,"2023-10,2023-12",Marchetta **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Marchetta,19,0,2,"2023-10,2023-12",Marchetta **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Messina,21,0,0,"2023-10,2023-12",Messina **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Messina,21,0,0,"2023-10,2023-12",Messina **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Micciché,21,0,0,"2023-10,2023-12",Micciché **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Micciché,21,0,0,"2023-10,2023-12",Micciché **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Pace,21,0,0,"2023-10,2023-12",Pace **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Pace,21,0,0,"2023-10,2023-12",Pace **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Pellegrino,21,0,0,"2023-10,2023-12",Pellegrino **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Pellegrino,21,0,0,"2023-10,2023-12",Pellegrino **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Safina,16,4,1,"2023-10,2023-12",Safina,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Safina,16,4,1,"2023-10,2023-12",Safina,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Sammartino,21,0,0,"2023-10,2023-12",Sammartino **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Sammartino,21,0,0,"2023-10,2023-12",Sammartino **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Savarino,16,5,0,"2023-10,2023-12",Savarino,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Savarino,16,5,0,"2023-10,2023-12",Savarino,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Saverino,16,4,1,"2023-10,2023-12",Saverino,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Saverino,16,4,1,"2023-10,2023-12",Saverino,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Schifani,21,0,0,"2023-10,2023-12",Schifani **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Schifani,21,0,0,"2023-10,2023-12",Schifani **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Schillaci,19,2,0,"2023-10,2023-12",Schillaci,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Schillaci,19,2,0,"2023-10,2023-12",Schillaci,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Sciotto,20,0,1,"2023-10,2023-12",Sciotto **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Sciotto,20,0,1,"2023-10,2023-12",Sciotto **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Spada,14,5,2,"2023-10,2023-12",Spada,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Spada,14,5,2,"2023-10,2023-12",Spada,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Sunseri,20,0,1,"2023-10,2023-12",Sunseri **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Sunseri,20,0,1,"2023-10,2023-12",Sunseri **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Tamajo,21,0,0,"2023-10,2023-12",Tamajo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Tamajo,21,0,0,"2023-10,2023-12",Tamajo **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Turano,21,0,0,"2023-10,2023-12",Turano **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Turano,21,0,0,"2023-10,2023-12",Turano **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Varrica,18,2,1,"2023-10,2023-12",Varrica,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Varrica,18,2,1,"2023-10,2023-12",Varrica,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Vasta,20,0,1,"2023-10,2023-12",Vasta **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Vasta,20,0,1,"2023-10,2023-12",Vasta **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Venezia,16,5,0,"2023-10,2023-12",Venezia,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Venezia,16,5,0,"2023-10,2023-12",Venezia,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Vitrano,17,0,4,"2023-10,2023-12",Vitrano **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Vitrano,17,0,4,"2023-10,2023-12",Vitrano **,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Zitelli,16,5,0,"2023-10,2023-12",Zitelli,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Zitelli,16,5,0,"2023-10,2023-12",Zitelli,2023-12_2023-10,Presenze IV trimestre 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20IV%20trimestre%202023.pdf,20250419
Abbate,16,0,0,"2023-04,2023-06",Abbate **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Abbate,16,0,0,"2023-04,2023-06",Abbate **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Albano,16,0,0,"2023-04,2023-06",Albano **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Albano,16,0,0,"2023-04,2023-06",Albano **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Amata,16,0,0,"2023-04,2023-06",Amata **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Amata,16,0,0,"2023-04,2023-06",Amata **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Ardizzone,16,0,0,"2023-04,2023-06",Ardizzone,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Ardizzone,16,0,0,"2023-04,2023-06",Ardizzone,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Aricò,16,0,0,"2023-04,2023-06",Aricò **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Aricò,16,0,0,"2023-04,2023-06",Aricò **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Assenza,15,0,1,"2023-04,2023-06",Assenza **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Assenza,15,0,1,"2023-04,2023-06",Assenza **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Auteri,12,3,1,"2023-04,2023-06",Auteri,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Auteri,12,3,1,"2023-04,2023-06",Auteri,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Balsamo,15,0,1,"2023-04,2023-06",Balsamo **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Balsamo,15,0,1,"2023-04,2023-06",Balsamo **,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Burtone,14,2,0,"2023-04,2023-06",Burtone,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
Burtone,14,2,0,"2023-04,2023-06",Burtone,2023-06_2023-04,Presenze II trimeste 2023.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-03/Presenze%20II%20trimeste%202023.pdf,20250419
