componente,presenze,assenze,congedi_missioni,periodo,componente_raw,periodo_sort,file,url_download,data_download
Marano,7,6,0,"2024-07,2024-09",Marano,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Marano,7,6,0,"2024-07,2024-09",Marano,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Marchetta,13,0,0,"2024-07,2024-09",Marchetta **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Marchetta,13,0,0,"2024-07,2024-09",Marchetta **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Messina,13,0,0,"2024-07,2024-09",Messina **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Messina,13,0,0,"2024-07,2024-09",Messina **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Micciché,13,0,0,"2024-07,2024-09",Micciché **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Micciché,13,0,0,"2024-07,2024-09",Micciché **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Pace,13,0,0,"2024-07,2024-09",Pace **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Pace,13,0,0,"2024-07,2024-09",Pace **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Pellegrino,13,0,0,"2024-07,2024-09",Pellegrino **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Pellegrino,13,0,0,"2024-07,2024-09",Pellegrino **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Safina,11,0,2,"2024-07,2024-09",Safina,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Safina,11,0,2,"2024-07,2024-09",Safina,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Sammartino,4,7,2,"2024-07,2024-09",Sammartino,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Sammartino,4,7,2,"2024-07,2024-09",Sammartino,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Savarino,11,2,0,"2024-07,2024-09",Savarino **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Savarino,11,2,0,"2024-07,2024-09",Savarino **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Saverino,8,3,2,"2024-07,2024-09",Saverino,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Saverino,8,3,2,"2024-07,2024-09",Saverino,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Schifani,13,0,0,"2024-07,2024-09",Schifani **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Schifani,13,0,0,"2024-07,2024-09",Schifani **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Schillaci,11,2,0,"2024-07,2024-09",Schillaci,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Schillaci,11,2,0,"2024-07,2024-09",Schillaci,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Sciotto,12,0,1,"2024-07,2024-09",Sciotto **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Sciotto,12,0,1,"2024-07,2024-09",Sciotto **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Scuvera,8,1,0,"2024-07,2024-09",Scuvera,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Scuvera,8,1,0,"2024-07,2024-09",Scuvera,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Spada,10,3,0,"2024-07,2024-09",Spada,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Spada,10,3,0,"2024-07,2024-09",Spada,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Sunseri,13,0,0,"2024-07,2024-09",Sunseri **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Sunseri,13,0,0,"2024-07,2024-09",Sunseri **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Tamajo,13,0,0,"2024-07,2024-09",Tamajo **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Tamajo,13,0,0,"2024-07,2024-09",Tamajo **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Tomarchio,9,1,0,"2024-07,2024-09",Tomarchio,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Tomarchio,9,1,0,"2024-07,2024-09",Tomarchio,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Turano,13,0,0,"2024-07,2024-09",Turano **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Turano,13,0,0,"2024-07,2024-09",Turano **,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Varrica,12,0,1,"2024-07,2024-09",Varrica,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Varrica,12,0,1,"2024-07,2024-09",Varrica,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Venezia,11,0,2,"2024-07,2024-09",Venezia,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Venezia,11,0,2,"2024-07,2024-09",Venezia,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Vitrano,13,0,0,"2024-07,2024-09",Vitrano**,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Vitrano,13,0,0,"2024-07,2024-09",Vitrano**,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Zitelli,10,3,0,"2024-07,2024-09",Zitelli,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Zitelli,10,3,0,"2024-07,2024-09",Zitelli,2024-09_2024-07,PRESENZE AMMINISTRATIVE DEPUTATI terzo trimestre 2024.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-11/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20terzo%20trimestre%202024.pdf,20250419
Abbate,15,0,0,"2024-01,2024-03",Abbate **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Abbate,15,0,0,"2024-01,2024-03",Abbate **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Albano,15,0,0,"2024-01,2024-03",Albano **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Albano,15,0,0,"2024-01,2024-03",Albano **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Amata,15,0,0,"2024-01,2024-03",Amata **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Amata,15,0,0,"2024-01,2024-03",Amata **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Ardizzone,13,0,2,"2024-01,2024-03",Ardizzone,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Ardizzone,13,0,2,"2024-01,2024-03",Ardizzone,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Aricò,15,0,0,"2024-01,2024-03",Aricò **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Aricò,15,0,0,"2024-01,2024-03",Aricò **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Assenza,15,0,0,"2024-01,2024-03",Assenza **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Assenza,15,0,0,"2024-01,2024-03",Assenza **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Auteri,10,5,0,"2024-01,2024-03",Auteri,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Auteri,10,5,0,"2024-01,2024-03",Auteri,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Balsamo,4,10,1,"2024-01,2024-03",Balsamo,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Balsamo,4,10,1,"2024-01,2024-03",Balsamo,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Bica,8,1,0,"2024-01,2024-03",Bica ***,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Bica,8,1,0,"2024-01,2024-03",Bica ***,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Burtone,10,3,2,"2024-01,2024-03",Burtone,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Burtone,10,3,2,"2024-01,2024-03",Burtone,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Cambiano,12,1,2,"2024-01,2024-03",Cambiano,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Cambiano,12,1,2,"2024-01,2024-03",Cambiano,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Campo,13,2,0,"2024-01,2024-03",Campo,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Campo,13,2,0,"2024-01,2024-03",Campo,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Caronia,15,0,0,"2024-01,2024-03",Caronia **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Caronia,15,0,0,"2024-01,2024-03",Caronia **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Carta,15,0,0,"2024-01,2024-03",Carta **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Carta,15,0,0,"2024-01,2024-03",Carta **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Castiglione,15,0,0,"2024-01,2024-03",Castiglione **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Castiglione,15,0,0,"2024-01,2024-03",Castiglione **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Catania G.,11,4,0,"2024-01,2024-03",Catania G.,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Catania G.,11,4,0,"2024-01,2024-03",Catania G.,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Catanzaro,15,0,0,"2024-01,2024-03",Catanzaro **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Catanzaro,15,0,0,"2024-01,2024-03",Catanzaro **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Chinnici,15,0,0,"2024-01,2024-03",Chinnici,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Chinnici,15,0,0,"2024-01,2024-03",Chinnici,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Ciminnisi,13,2,0,"2024-01,2024-03",Ciminnisi,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Ciminnisi,13,2,0,"2024-01,2024-03",Ciminnisi,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Cracolici,15,0,0,"2024-01,2024-03",Cracolici **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
Cracolici,15,0,0,"2024-01,2024-03",Cracolici **,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
D'Agostino,4,11,0,"2024-01,2024-03",D'Agostino,2024-03_2024-01,PRESENZE AMMINISTRATIVE DEPUTATI primo trimestre 2024_0.pdf,https://www.ars.sicilia.it/sites/default/files/downloads/2024-05/PRESENZE%20AMMINISTRATIVE%20DEPUTATI%20primo%20trimestre%202024_0.pdf,20250419
